airline,flightnumber,departureairport,arrivalairport,origindate,operationtime,departureorarrival,aircraftterminal,status,aircrafttype
AH,1217,ETZ,ALG,2024-12-04,2024-12-04T15:30:00Z,Arrival,4,SCT,320
AH,4003,TUN,ALG,2024-12-05,2024-12-05T20:30:00Z,Arrival,4,SCT,736
SF,1803,HME,ALG,2024-12-04,2024-12-04T08:05:00Z,Arrival,1,ONB,738
TO,7301,ALG,NTE,2024-12-03,2024-12-03T19:35:00Z,Departure,4,GCL,737
AH,6236,TMR,ALG,2024-12-04,2024-12-04T04:25:00Z,Arrival,1,ONB,737
AF,1555,ALG,CDG,2024-12-04,2024-12-04T11:45:00Z,Departure,4,SCT,320
AH,6289,TMR,ALG,2024-12-04,2024-12-04T11:55:00Z,Arrival,1,SCT,736
AH,6190,ALG,CZL,2024-12-04,2024-12-04T07:00:00Z,Departure,1,GCL,AT7
AH,6070,ALG,LOO,2024-12-04,2024-12-04T11:10:00Z,Departure,1,OFB,AT7
SF,1918,ALG,HME,2024-12-04,2024-12-04T10:15:00Z,Departure,1,SCT,738
AH,1037,LYS,ALG,2024-12-03,2024-12-03T21:12:00Z,Arrival,4,ONB,738
AH,3019,IST,ALG,2024-12-04,2024-12-04T07:50:00Z,Arrival,4,DEL,332
AH,1002,ALG,CDG,2024-12-04,2024-12-04T07:15:00Z,Departure,4,OFB,738
AH,6043,BSK,ALG,2024-12-04,2024-12-04T19:10:00Z,Arrival,1,SCT,736
TK,653,IST,ALG,2024-12-04,2024-12-04T16:15:00Z,Arrival,4,SCT,738
AH,3019,IST,ALG,2024-12-04,2024-12-04T06:45:00Z,Arrival,4,SCT,332
BA,2816,LGW,ALG,2024-12-04,2024-12-04T12:55:00Z,Arrival,4,SCT,320
AH,6217,OGX,ALG,2024-12-05,2024-12-05T18:40:00Z,Arrival,1,SCT,AT7
AH,5349,DLA,ALG,2024-12-04,2024-12-04T06:43:00Z,Arrival,4,ONB,738
AH,6038,ALG,BLJ,2024-12-04,2024-12-04T08:25:00Z,Departure,1,SCT,738
AH,3016,ALG,IST,2024-12-04,2024-12-04T09:40:00Z,Departure,4,OFB,738
AH,2063,BRU,ALG,2024-12-04,2024-12-04T16:35:00Z,Arrival,4,SCT,738
AH,6038,ALG,BLJ,2024-12-04,2024-12-04T08:25:00Z,Departure,1,SCT,738
AH,2029,VIE,ALG,2024-12-04,2024-12-04T18:50:00Z,Arrival,4,SCT,737
AH,3017,IST,ALG,2024-12-04,2024-12-04T17:55:00Z,Arrival,4,SCT,738
VF,274,ALG,SAW,2024-12-04,2024-12-04T14:25:00Z,Departure,0,SCT,738
AH,6038,ALG,BLJ,2024-12-04,2024-12-04T08:25:00Z,Departure,1,SCT,738
TO,7314,SXB,ALG,2024-12-04,2024-12-04T16:30:00Z,Arrival,4,SCT,73H
SV,343,ALG,JED,2024-12-03,2024-12-03T23:40:00Z,Departure,1,SCT,777
TK,652,ALG,IST,2024-12-04,2024-12-04T11:55:00Z,Departure,4,OFB,738
AH,1071,MPL,ALG,2024-12-03,2024-12-03T17:47:00Z,Arrival,4,ONB,736
AH,3015,IST,ALG,2024-12-04,2024-12-04T07:23:00Z,Arrival,4,ONB,320
SF,1120,ALG,HME,2024-12-04,2024-12-04T09:30:00Z,Departure,1,SCT,738
SF,1120,ALG,HME,2024-12-04,2024-12-04T09:30:00Z,Departure,1,SCT,738
SF,3001,CDG,ALG,2024-12-04,2024-12-04T14:15:00Z,Arrival,4,SCT,738
AH,6150,CBH,ALG,2024-12-04,2024-12-04T02:40:00Z,Arrival,1,SCT,736
LH,1319,ALG,FRA,2024-12-04,2024-12-04T03:05:00Z,Departure,4,BST,319
SF,2111,CZL,ALG,2024-12-05,2024-12-05T09:45:00Z,Arrival,1,SCT,738
AH,5349,DLA,ALG,2024-12-04,2024-12-04T06:30:00Z,Arrival,4,SCT,738
AH,1004,ALG,ORY,2024-12-04,2024-12-04T12:00:00Z,Departure,4,OFB,330
AH,6191,CZL,ALG,2024-12-04,2024-12-04T09:47:00Z,Arrival,1,ONB,AT7
AH,6041,BSK,ALG,2024-12-03,2024-12-03T18:05:00Z,Arrival,1,SCT,738
AH,6150,CBH,ALG,2024-12-04,2024-12-04T01:52:00Z,Arrival,1,ONB,736
SV,343,ALG,JED,2024-12-03,2024-12-03T23:40:00Z,Departure,1,SCT,777
AH,1037,LYS,ALG,2024-12-03,2024-12-03T21:15:00Z,Arrival,4,DEL,738
SF,1969,CZL,ALG,2024-12-04,2024-12-04T15:25:00Z,Arrival,1,SCT,738
AH,6026,ALG,CZL,2024-12-04,2024-12-04T19:30:00Z,Departure,1,SCT,73H
QR,1380,ALG,DOH,2024-12-04,2024-12-04T15:45:00Z,Departure,4,SCT,330
MS,845,CAI,ALG,2024-12-04,2024-12-04T12:45:00Z,Arrival,4,SCT,321
TO,7301,ALG,NTE,2024-12-03,2024-12-03T19:35:00Z,Departure,4,SCT,737
AH,6170,ALG,AAE,2024-12-04,2024-12-04T07:00:00Z,Departure,1,OFB,AT7
AH,6059,GJL,ALG,2024-12-03,2024-12-03T18:43:00Z,Arrival,1,ONB,AT7
AH,2004,ALG,ALC,2024-12-04,2024-12-04T12:00:00Z,Departure,4,OFB,738
SF,1803,HME,ALG,2024-12-04,2024-12-04T08:05:00Z,Arrival,1,ONB,738
AH,485,JED,ALG,2024-12-04,2024-12-04T06:20:00Z,Arrival,1,DEL,330
AH,6050,ALG,BJA,2024-12-03,2024-12-03T19:00:00Z,Departure,1,BST,738
AH,484,ALG,JED,2024-12-03,2024-12-03T18:00:00Z,Departure,1,OFB,330
AH,1074,ALG,LIL,2024-12-04,2024-12-04T08:00:00Z,Departure,4,SCT,737
AH,6136,ALG,CBH,2024-12-04,2024-12-04T22:15:00Z,Departure,1,SCT,AT7
AH,1010,ALG,ORY,2024-12-04,2024-12-04T09:50:00Z,Departure,4,BST,738
AH,6222,ALG,HME,2024-12-04,2024-12-04T19:05:00Z,Departure,1,SCT,AT7
AH,2027,MXP,ALG,2024-12-04,2024-12-04T15:15:00Z,Arrival,4,SCT,738
AH,6192,ALG,CZL,2024-12-03,2024-12-03T21:30:00Z,Departure,1,BST,AT7
MS,845,CAI,ALG,2024-12-04,2024-12-04T13:16:00Z,Arrival,4,DEL,737
AH,6148,TIN,ALG,2024-12-04,2024-12-04T04:34:00Z,Arrival,1,ONB,736
AH,6238,GHA,ALG,2024-12-04,2024-12-04T04:15:00Z,Arrival,1,ONB,738
AH,6252,ALG,ELU,2024-12-04,2024-12-04T08:00:00Z,Departure,1,SCT,736
AH,3014,ALG,IST,2024-12-04,2024-12-04T19:05:00Z,Departure,4,SCT,738
AZ,801,ALG,FCO,2024-12-04,2024-12-04T17:50:00Z,Departure,4,SCT,32N
VY,7396,ALC,ALG,2024-12-03,2024-12-03T17:56:00Z,Arrival,4,ONB,320
AH,4001,TUN,ALG,2024-12-04,2024-12-04T10:31:00Z,Arrival,4,ONB,737
TK,651,IST,ALG,2024-12-04,2024-12-04T10:34:00Z,Arrival,4,ONB,738
AH,1036,ALG,LYS,2024-12-04,2024-12-04T09:30:00Z,Departure,4,BST,320
SV,343,ALG,JED,2024-12-03,2024-12-03T23:40:00Z,Departure,1,SCT,777
AH,2026,ALG,MXP,2024-12-04,2024-12-04T10:15:00Z,Departure,4,SCT,738
AH,6181,ORN,ALG,2024-12-04,2024-12-04T10:06:00Z,Arrival,1,ONB,AT7
SV,2052,ALG,JED,2024-12-05,2024-12-05T15:45:00Z,Departure,1,SCT,330
SF,1879,ORN,ALG,2024-12-03,2024-12-03T19:22:00Z,Arrival,1,LAN,738
5O,534,ALG,MLH,2024-12-05,2024-12-05T18:55:00Z,Departure,4,SCT,73H
LH,1317,ALG,FRA,2024-12-04,2024-12-04T14:00:00Z,Departure,4,GCL,320
LH,1319,ALG,FRA,2024-12-04,2024-12-04T03:05:00Z,Departure,4,OFB,319
AH,6171,AAE,ALG,2024-12-04,2024-12-04T10:00:00Z,Arrival,1,ONB,AT7
IB,929,MAD,ALG,2024-12-04,2024-12-04T18:05:00Z,Arrival,4,SCT,320
EK,0757,DXB,ALG,2024-12-04,2024-12-04T12:40:00Z,Arrival,4,SCT,773
AH,300,ALG,MED,2024-12-04,2024-12-04T21:20:00Z,Departure,1,SCT,330
SF,1874,ALG,ORN,2024-12-04,2024-12-04T08:30:00Z,Departure,1,SCT,738
V7,2439,ALG,BOD,2024-12-04,2024-12-04T10:10:00Z,Departure,4,SCT,320
VY,7397,ALG,ALC,2024-12-03,2024-12-03T19:05:00Z,Departure,4,SCT,320
AH,6015,CZL,ALG,2024-12-04,2024-12-04T22:50:00Z,Arrival,1,SCT,738
TU,338,TUN,ALG,2024-12-04,2024-12-04T09:30:00Z,Arrival,4,DX,320
SF,1123,HME,ALG,2024-12-04,2024-12-04T14:40:00Z,Arrival,1,SCT,738
MS,845,CAI,ALG,2024-12-04,2024-12-04T13:16:00Z,Arrival,4,DEL,737
AH,6037,BLJ,ALG,2024-12-04,2024-12-04T22:45:00Z,Arrival,1,SCT,AT7
AH,6176,ALG,AAE,2024-12-03,2024-12-03T18:30:00Z,Departure,1,GCL,AT7
AF,1555,ALG,CDG,2024-12-04,2024-12-04T11:45:00Z,Departure,4,SCT,320
SF,1979,BJA,ALG,2024-12-04,2024-12-04T14:00:00Z,Arrival,1,DEL,DH4
AH,300,ALG,MED,2024-12-04,2024-12-04T21:20:00Z,Departure,1,SCT,330
TK,651,IST,ALG,2024-12-04,2024-12-04T10:34:00Z,Arrival,4,ONB,738
AH,1230,ALG,CDG,2024-12-03,2024-12-03T19:00:00Z,Departure,4,GCL,738
AH,4063,DXB,ALG,2024-12-05,2024-12-05T14:30:00Z,Arrival,4,SCT,332
AH,6176,ALG,AAE,2024-12-04,2024-12-04T13:00:00Z,Departure,1,BST,AT7
AH,2015,BCN,ALG,2024-12-04,2024-12-04T20:25:00Z,Arrival,4,SCT,738
AH,6157,TMX,ALG,2024-12-04,2024-12-04T12:33:00Z,Arrival,1,LAN,AT7
AH,2015,BCN,ALG,2024-12-03,2024-12-03T19:50:00Z,Arrival,4,ONB,737
AH,1009,ORY,ALG,2024-12-04,2024-12-04T09:46:00Z,Arrival,4,LAN,738
AH,4036,ALG,CAI,2024-12-04,2024-12-04T20:30:00Z,Departure,4,SCT,320
AH,6015,CZL,ALG,2024-12-04,2024-12-04T22:50:00Z,Arrival,1,SCT,738
LH,1319,ALG,FRA,2024-12-04,2024-12-04T03:05:00Z,Departure,4,GCL,319
SF,1859,TMR,ALG,2024-12-04,2024-12-04T00:41:00Z,Arrival,1,ONB,738
AH,6042,ALG,BSK,2024-12-04,2024-12-04T16:40:00Z,Departure,1,SCT,736
AH,6288,ALG,TMR,2024-12-04,2024-12-04T06:00:00Z,Departure,1,SCT,736
AH,3015,IST,ALG,2024-12-04,2024-12-04T03:10:00Z,Arrival,4,SCT,320
SV,343,JED,ALG,2024-12-03,2024-12-03T21:40:00Z,Arrival,1,SCT,777
V7,2439,ALG,BOD,2024-12-05,2024-12-05T14:55:00Z,Departure,4,SCT,320
SF,1874,ALG,ORN,2024-12-04,2024-12-04T08:30:00Z,Departure,1,SCT,738
TK,653,IST,ALG,2024-12-04,2024-12-04T16:40:00Z,Arrival,4,SCT,78D
AH,1008,ALG,ORY,2024-12-04,2024-12-04T18:35:00Z,Departure,4,SCT,738
AH,6190,ALG,CZL,2024-12-04,2024-12-04T07:00:00Z,Departure,1,GCL,AT7
SF,1922,ALG,BLJ,2024-12-04,2024-12-04T16:30:00Z,Departure,1,SCT,738
AH,6191,CZL,ALG,2024-12-04,2024-12-04T09:47:00Z,Arrival,1,LAN,AT7
AH,2004,ALG,ALC,2024-12-04,2024-12-04T12:00:00Z,Departure,4,SCT,738
AF,1355,ALG,CDG,2024-12-05,2024-12-05T06:05:00Z,Departure,4,SCT,32A
TK,652,ALG,IST,2024-12-04,2024-12-04T11:40:00Z,Departure,4,SCT,738
TK,653,IST,ALG,2024-12-03,2024-12-03T16:00:00Z,Arrival,4,ONB,321
5O,756,ALG,MRS,2024-12-04,2024-12-04T18:10:00Z,Departure,4,SCT,AT7
AH,6254,ALG,ELU,2024-12-04,2024-12-04T08:05:00Z,Departure,1,SCT,736
AH,1215,CDG,ALG,2024-12-04,2024-12-04T19:15:00Z,Arrival,4,SCT,736
AH,6026,ALG,CZL,2024-12-04,2024-12-04T19:30:00Z,Departure,1,SCT,738
AH,6181,ORN,ALG,2024-12-04,2024-12-04T10:06:00Z,Arrival,1,ONB,AT7
SF,2110,ALG,CZL,2024-12-04,2024-12-04T16:25:00Z,Departure,1,SCT,738
SF,1919,HME,ALG,2024-12-04,2024-12-04T08:57:00Z,Arrival,1,LAN,738
AH,6191,CZL,ALG,2024-12-04,2024-12-04T10:10:00Z,Arrival,1,SCT,AT7
SF,1979,BJA,ALG,2024-12-04,2024-12-04T13:10:00Z,Arrival,1,SCT,DH4
AH,1023,MRS,ALG,2024-12-04,2024-12-04T12:10:00Z,Arrival,4,SCT,738
AH,6192,ALG,CZL,2024-12-03,2024-12-03T21:20:00Z,Departure,1,SCT,AT7
AH,6180,ALG,ORN,2024-12-04,2024-12-04T07:00:00Z,Departure,1,BST,AT7
AH,2026,ALG,MXP,2024-12-04,2024-12-04T10:15:00Z,Departure,4,SCT,738
AH,2700,ALG,YUL,2024-12-04,2024-12-04T10:10:00Z,Departure,4,SCT,332
AH,6161,TMX,ALG,2024-12-04,2024-12-04T02:07:00Z,Arrival,1,ONB,736
AF,1855,ALG,CDG,2024-12-04,2024-12-04T14:40:00Z,Departure,4,SCT,32A
AH,6289,TMR,ALG,2024-12-04,2024-12-04T11:25:00Z,Arrival,1,ONB,736
AH,5349,DLA,ALG,2024-12-04,2024-12-04T06:43:00Z,Arrival,4,ONB,738
AH,1002,ALG,CDG,2024-12-04,2024-12-04T07:15:00Z,Departure,4,SCT,738
AH,1215,CDG,ALG,2024-12-04,2024-12-04T19:15:00Z,Arrival,4,SCT,736
AF,1354,CDG,ALG,2024-12-04,2024-12-04T23:25:00Z,Arrival,4,SCT,32A
SF,1802,ALG,HME,2024-12-03,2024-12-03T18:15:00Z,Departure,1,OFB,738
V7,2438,BOD,ALG,2024-12-04,2024-12-04T08:43:00Z,Arrival,4,ONB,320
AH,6234,ALG,TMR,2024-12-04,2024-12-04T22:00:00Z,Departure,1,SCT,738
SF,1854,ALG,TMR,2024-12-04,2024-12-04T08:00:00Z,Departure,1,BST,DH4
AH,6146,ALG,TIN,2024-12-04,2024-12-04T23:55:00Z,Departure,1,SCT,738
BA,2817,ALG,LGW,2024-12-04,2024-12-04T13:55:00Z,Departure,4,SCT,320
EK,0758,ALG,DXB,2024-12-04,2024-12-04T15:40:00Z,Departure,4,SCT,773
AH,6161,TMX,ALG,2024-12-04,2024-12-04T02:07:00Z,Arrival,1,ONB,736
AH,6252,ALG,ELU,2024-12-04,2024-12-04T08:00:00Z,Departure,1,GCL,736
TO,7314,SXB,ALG,2024-12-04,2024-12-04T16:30:00Z,Arrival,4,SCT,73H
TK,652,ALG,IST,2024-12-04,2024-12-04T11:55:00Z,Departure,4,OFB,738
AH,5641,COO,ALG,2024-12-03,2024-12-03T19:30:00Z,Arrival,0,SCT,738
AF,1555,ALG,CDG,2024-12-04,2024-12-04T11:45:00Z,Departure,4,SCT,320
AH,3060,ALG,PEK,2024-12-05,2024-12-05T12:15:00Z,Departure,4,SCT,332
AH,1215,CDG,ALG,2024-12-03,2024-12-03T19:00:00Z,Arrival,4,ONB,738
V7,2438,BOD,ALG,2024-12-04,2024-12-04T08:43:00Z,Arrival,4,ONB,320
AH,6182,ALG,ORN,2024-12-04,2024-12-04T12:30:00Z,Departure,1,SCT,AT7
AH,1020,ALG,MRS,2024-12-04,2024-12-04T13:20:00Z,Departure,4,SCT,738
AH,1009,ORY,ALG,2024-12-04,2024-12-04T09:46:00Z,Arrival,4,ONB,738
AH,3014,ALG,IST,2024-12-04,2024-12-04T19:05:00Z,Departure,4,SCT,738
AH,6176,ALG,AAE,2024-12-04,2024-12-04T11:30:00Z,Departure,1,SCT,AT7
AH,6150,CBH,ALG,2024-12-04,2024-12-04T02:40:00Z,Arrival,1,SCT,736
AH,6292,TMR,ALG,2024-12-04,2024-12-04T06:24:00Z,Arrival,1,ONB,736
SF,1101,HME,ALG,2024-12-04,2024-12-04T15:25:00Z,Arrival,1,SCT,738
AH,6178,ALG,AAE,2024-12-04,2024-12-04T18:25:00Z,Departure,1,SCT,AT7
AH,6117,TLM,ALG,2024-12-04,2024-12-04T15:30:00Z,Arrival,1,SCT,738
AF,1555,ALG,CDG,2024-12-04,2024-12-04T11:45:00Z,Departure,4,SCT,320
AH,2026,ALG,MXP,2024-12-04,2024-12-04T10:15:00Z,Departure,4,SCT,738
AH,2027,MXP,ALG,2024-12-04,2024-12-04T15:15:00Z,Arrival,4,SCT,738
AZ,800,FCO,ALG,2024-12-04,2024-12-04T17:00:00Z,Arrival,4,SCT,32N
SF,1101,HME,ALG,2024-12-04,2024-12-04T15:25:00Z,Arrival,1,SCT,738
AH,6038,ALG,BLJ,2024-12-04,2024-12-04T08:25:00Z,Departure,1,SCT,738
SF,1918,ALG,HME,2024-12-04,2024-12-04T10:15:00Z,Departure,1,OFB,738
TK,655,IST,ALG,2024-12-04,2024-12-04T22:45:00Z,Arrival,4,SCT,32R
AH,6146,ALG,TIN,2024-12-05,2024-12-05T23:55:00Z,Departure,1,SCT,736
TK,656,ALG,IST,2024-12-04,2024-12-04T23:55:00Z,Departure,4,SCT,32R
AH,2027,MXP,ALG,2024-12-04,2024-12-04T15:15:00Z,Arrival,4,SCT,738
AH,2004,ALG,ALC,2024-12-04,2024-12-04T12:00:00Z,Departure,4,BST,738
V7,2438,BOD,ALG,2024-12-04,2024-12-04T08:43:00Z,Arrival,4,ONB,320
AH,6007,AAE,ALG,2024-12-04,2024-12-04T07:00:00Z,Arrival,1,ONB,AT7
AH,6146,ALG,TIN,2024-12-04,2024-12-04T23:55:00Z,Departure,1,SCT,738
AH,5322,ALG,OUA,2024-12-04,2024-12-04T20:55:00Z,Departure,4,SCT,736
AH,1172,ALG,MLH,2024-12-04,2024-12-04T11:30:00Z,Departure,4,SCT,738
SF,1859,TMR,ALG,2024-12-04,2024-12-04T00:41:00Z,Arrival,1,ONB,738
AH,6156,ALG,TMX,2024-12-04,2024-12-04T07:00:00Z,Departure,1,SCT,AT7
TU,338,TUN,ALG,2024-12-04,2024-12-04T09:30:00Z,Arrival,4,DX,320
AF,1355,ALG,CDG,2024-12-05,2024-12-05T06:05:00Z,Departure,4,SCT,32A
AH,6059,GJL,ALG,2024-12-03,2024-12-03T18:43:00Z,Arrival,1,ONB,AT7
AH,5011,DSS,ALG,2024-12-04,2024-12-04T08:05:00Z,Arrival,4,DEL,738
TK,655,IST,ALG,2024-12-03,2024-12-03T22:20:00Z,Arrival,4,SCT,737
AH,6176,ALG,AAE,2024-12-03,2024-12-03T18:00:00Z,Departure,1,BST,AT7
SF,1918,ALG,HME,2024-12-04,2024-12-04T10:15:00Z,Departure,1,OFB,738
AH,1023,MRS,ALG,2024-12-04,2024-12-04T12:10:00Z,Arrival,4,SCT,738
MS,846,ALG,CAI,2024-12-04,2024-12-04T13:45:00Z,Departure,4,SCT,737
AH,1011,ORY,ALG,2024-12-03,2024-12-03T15:24:00Z,Arrival,4,ONB,738
AF,1154,CDG,ALG,2024-12-05,2024-12-05T01:50:00Z,Arrival,4,SCT,319
SF,1874,ALG,ORN,2024-12-04,2024-12-04T08:30:00Z,Departure,1,SCT,738
AH,5324,ALG,NIM,2024-12-04,2024-12-04T20:35:00Z,Departure,4,SCT,736
AZ,801,ALG,FCO,2024-12-04,2024-12-04T17:50:00Z,Departure,4,SCT,32N
AH,6252,ALG,ELU,2024-12-04,2024-12-04T08:00:00Z,Departure,1,SCT,736
AH,6185,ORN,ALG,2024-12-04,2024-12-04T02:10:00Z,Arrival,1,ONB,AT7
AH,6038,ALG,BLJ,2024-12-04,2024-12-04T08:25:00Z,Departure,1,SCT,738
EK,0757,DXB,ALG,2024-12-04,2024-12-04T12:25:00Z,Arrival,4,SCT,773
AH,6244,ALG,IAM,2024-12-03,2024-12-03T19:10:00Z,Departure,1,DEL,AT7
SF,1854,ALG,TMR,2024-12-04,2024-12-04T08:00:00Z,Departure,1,BST,DH4
AH,6292,ALG,DJG,2024-12-04,2024-12-04T22:30:00Z,Departure,1,SCT,737
AH,1011,ORY,ALG,2024-12-04,2024-12-04T15:10:00Z,Arrival,4,SCT,738
AH,485,JED,ALG,2024-12-04,2024-12-04T06:20:00Z,Arrival,1,DEL,330
AH,6409,ELG,ALG,2024-12-03,2024-12-03T20:35:00Z,Arrival,1,DEL,AT7
AH,300,ALG,MED,2024-12-04,2024-12-04T21:20:00Z,Departure,4,SCT,332
AH,1010,ALG,ORY,2024-12-04,2024-12-04T09:10:00Z,Departure,4,SCT,738
AH,6292,TMR,ALG,2024-12-04,2024-12-04T06:55:00Z,Arrival,1,SCT,736
SF,1854,ALG,TMR,2024-12-04,2024-12-04T08:00:00Z,Departure,1,BST,DH4
AH,1071,MPL,ALG,2024-12-03,2024-12-03T17:47:00Z,Arrival,4,ONB,736
AH,2700,ALG,YUL,2024-12-04,2024-12-04T10:10:00Z,Departure,4,SCT,332
AH,6043,BSK,ALG,2024-12-04,2024-12-04T19:10:00Z,Arrival,1,SCT,736
V7,2438,BOD,ALG,2024-12-04,2024-12-04T08:43:00Z,Arrival,4,ONB,320
LH,1317,ALG,FRA,2024-12-04,2024-12-04T13:40:00Z,Departure,4,SCT,320
AH,1008,ALG,ORY,2024-12-04,2024-12-04T18:35:00Z,Departure,4,SCT,738
AH,4079,DOH,ALG,2024-12-03,2024-12-03T15:27:00Z,Arrival,4,ONB,330
AH,2700,ALG,YUL,2024-12-04,2024-12-04T11:00:00Z,Departure,4,OFB,332
AH,1036,ALG,LYS,2024-12-04,2024-12-04T09:50:00Z,Departure,4,GCL,320
AF,1555,ALG,CDG,2024-12-04,2024-12-04T11:45:00Z,Departure,4,SCT,320
SV,343,ALG,JED,2024-12-03,2024-12-03T23:40:00Z,Departure,1,SCT,777
AH,4015,NKC,ALG,2024-12-05,2024-12-05T04:20:00Z,Arrival,4,SCT,737
AH,6194,ALG,CZL,2024-12-04,2024-12-04T17:55:00Z,Departure,1,SCT,AT7
AH,2070,ALG,FRA,2024-12-04,2024-12-04T10:15:00Z,Departure,4,SCT,736
SF,1121,HME,ALG,2024-12-04,2024-12-04T17:55:00Z,Arrival,1,SCT,738
BA,2816,LGW,ALG,2024-12-04,2024-12-04T12:26:00Z,Arrival,4,ONB,320
AH,1000,ALG,CDG,2024-12-04,2024-12-04T10:30:00Z,Departure,4,SCT,736
AH,6196,ALG,CZL,2024-12-04,2024-12-04T11:20:00Z,Departure,1,SCT,AT7
AH,1023,MRS,ALG,2024-12-04,2024-12-04T12:10:00Z,Arrival,4,SCT,738
AF,1555,ALG,CDG,2024-12-04,2024-12-04T11:45:00Z,Departure,4,SCT,320
AH,4000,ALG,TUN,2024-12-04,2024-12-04T07:10:00Z,Departure,4,SCT,737
AH,6042,ALG,BSK,2024-12-04,2024-12-04T16:40:00Z,Departure,1,SCT,736
AH,2028,ALG,VIE,2024-12-04,2024-12-04T12:30:00Z,Departure,4,SCT,737
AH,6033,TEE,ALG,2024-12-04,2024-12-04T19:05:00Z,Arrival,1,SCT,AT7
AH,6196,ALG,CZL,2024-12-04,2024-12-04T11:20:00Z,Departure,1,OFB,AT7
AH,4001,TUN,ALG,2024-12-04,2024-12-04T10:31:00Z,Arrival,4,ONB,737
AH,6161,TMX,ALG,2024-12-04,2024-12-04T03:00:00Z,Arrival,1,SCT,736
AH,6177,AAE,ALG,2024-12-04,2024-12-04T14:50:00Z,Arrival,1,SCT,AT7
AH,2015,BCN,ALG,2024-12-03,2024-12-03T20:25:00Z,Arrival,4,SCT,737
TO,7260,ORY,ALG,2024-12-04,2024-12-04T09:40:00Z,Arrival,4,SCT,73H
AH,1075,LIL,ALG,2024-12-04,2024-12-04T21:25:00Z,Arrival,4,SCT,738
AF,1655,ALG,CDG,2024-12-05,2024-12-05T19:15:00Z,Departure,4,SCT,223
AH,6227,HME,ALG,2024-12-04,2024-12-04T11:30:00Z,Arrival,0,ONB,AT7
TK,656,ALG,IST,2024-12-03,2024-12-03T23:55:00Z,Departure,4,SCT,737
AZ,801,ALG,FCO,2024-12-04,2024-12-04T17:50:00Z,Departure,4,SCT,32N
QR,1380,ALG,DOH,2024-12-04,2024-12-04T15:45:00Z,Departure,4,SCT,330
AH,6192,ALG,CZL,2024-12-03,2024-12-03T21:30:00Z,Departure,1,BST,AT7
EK,0758,ALG,DXB,2024-12-04,2024-12-04T15:40:00Z,Departure,4,SCT,773
AH,1215,CDG,ALG,2024-12-04,2024-12-04T19:15:00Z,Arrival,4,SCT,736
QR,1379,DOH,ALG,2024-12-05,2024-12-05T13:45:00Z,Arrival,4,SCT,359
LH,1316,FRA,ALG,2024-12-04,2024-12-04T12:20:00Z,Arrival,4,SCT,320
SF,2320,ALG,AZR,2024-12-04,2024-12-04T14:00:00Z,Departure,1,SCT,DH4
AH,4064,ALG,AMM,2024-12-04,2024-12-04T15:25:00Z,Departure,4,SCT,738
AH,6070,ALG,LOO,2024-12-04,2024-12-04T11:10:00Z,Departure,1,OFB,AT7
AH,6238,ALG,TMR,2024-12-03,2024-12-03T22:00:00Z,Departure,1,SCT,AT7
TK,653,IST,ALG,2024-12-04,2024-12-04T16:40:00Z,Arrival,4,SCT,78D
AH,6187,ORN,ALG,2024-12-05,2024-12-05T23:35:00Z,Arrival,1,SCT,AT7
AF,1554,CDG,ALG,2024-12-04,2024-12-04T10:25:00Z,Arrival,4,SCT,320
VY,7396,ALC,ALG,2024-12-03,2024-12-03T17:56:00Z,Arrival,4,ONB,320
AH,6292,TMR,ALG,2024-12-04,2024-12-04T06:24:00Z,Arrival,1,ONB,736
BA,2817,ALG,LGW,2024-12-04,2024-12-04T13:55:00Z,Departure,4,SCT,320
AH,6058,ALG,GJL,2024-12-04,2024-12-04T14:00:00Z,Departure,1,SCT,AT7
LH,1319,ALG,FRA,2024-12-04,2024-12-04T03:05:00Z,Departure,4,OFB,319
AH,2026,ALG,MXP,2024-12-04,2024-12-04T10:35:00Z,Departure,4,BST,738
AH,1037,LYS,ALG,2024-12-04,2024-12-04T14:25:00Z,Arrival,4,SCT,320
AH,2026,ALG,MXP,2024-12-04,2024-12-04T10:15:00Z,Departure,4,SCT,738
AH,6025,CZL,ALG,2024-12-03,2024-12-03T21:30:00Z,Arrival,1,SCT,738
TK,652,ALG,IST,2024-12-04,2024-12-04T11:40:00Z,Departure,4,SCT,738
MS,892,ALG,CAI,2024-12-05,2024-12-05T00:50:00Z,Departure,4,SCT,32N
VY,7990,ALG,MRS,2024-12-04,2024-12-04T11:20:00Z,Departure,4,SCT,32N
AH,485,JED,ALG,2024-12-04,2024-12-04T06:05:00Z,Arrival,4,SCT,330
AH,1172,ALG,MLH,2024-12-04,2024-12-04T11:30:00Z,Departure,4,SCT,738
AF,1355,ALG,CDG,2024-12-04,2024-12-04T06:05:00Z,Departure,4,SCT,320
SF,1919,HME,ALG,2024-12-04,2024-12-04T08:57:00Z,Arrival,1,ONB,738
AF,1355,ALG,CDG,2024-12-05,2024-12-05T06:05:00Z,Departure,4,SCT,32A
AH,2029,VIE,ALG,2024-12-04,2024-12-04T18:50:00Z,Arrival,4,SCT,737
EK,0758,ALG,DXB,2024-12-04,2024-12-04T15:40:00Z,Departure,4,SCT,773
AH,1023,MRS,ALG,2024-12-04,2024-12-04T12:48:00Z,Arrival,4,ONB,738
AH,6292,TMR,ALG,2024-12-04,2024-12-04T06:55:00Z,Arrival,1,SCT,736
