airline,flightnumber,departureairport,arrivalairport,origindate,operationtime,departureorarrival,aircraftterminal,status,aircrafttype,hour,weekday,month,date
AH,1011,ORY,ALG,2024-12-04,2024-12-04 15:10:00+00:00,ARRIVAL,4,SCT,738,15,Wednesday,December,2024-12-04
AH,6026,ALG,CZL,2024-12-05,2024-12-05 21:00:00+00:00,DEPARTURE,1,SCT,AT7,21,Thursday,December,2024-12-05
AH,6292,TMR,ALG,2024-12-04,2024-12-04 06:24:00+00:00,ARRIVAL,1,ONB,736,6,Wednesday,December,2024-12-04
BA,2816,LGW,ALG,2024-12-04,2024-12-04 12:55:00+00:00,ARRIVAL,4,SCT,320,12,Wednesday,December,2024-12-04
AH,5349,DLA,ALG,2024-12-04,2024-12-04 06:43:00+00:00,ARRIVAL,4,ONB,738,6,Wednesday,December,2024-12-04
SF,1122,ALG,HME,2024-12-04,2024-12-04 11:45:00+00:00,DEPARTURE,1,BST,738,11,Wednesday,December,2024-12-04
AH,1507,CDG,ALG,2024-12-03,2024-12-03 21:26:00+00:00,ARRIVAL,4,DEL,320,21,Tuesday,December,2024-12-03
AH,1010,ALG,ORY,2024-12-04,2024-12-04 09:10:00+00:00,DEPARTURE,4,SCT,738,9,Wednesday,December,2024-12-04
AH,6148,TIN,ALG,2024-12-04,2024-12-04 04:34:00+00:00,ARRIVAL,1,ONB,736,4,Wednesday,December,2024-12-04
AH,4003,TUN,ALG,2024-12-03,2024-12-03 19:49:00+00:00,ARRIVAL,4,ONB,736,19,Tuesday,December,2024-12-03
MS,845,CAI,ALG,2024-12-04,2024-12-04 12:45:00+00:00,ARRIVAL,4,SCT,321,12,Wednesday,December,2024-12-04
AH,1001,CDG,ALG,2024-12-04,2024-12-04 16:45:00+00:00,ARRIVAL,4,SCT,738,16,Wednesday,December,2024-12-04
AH,2004,ALG,ALC,2024-12-04,2024-12-04 12:00:00+00:00,DEPARTURE,4,SCT,738,12,Wednesday,December,2024-12-04
SF,1501,HRM,ALG,2024-12-04,2024-12-04 09:15:00+00:00,ARRIVAL,1,ONB,DH2,9,Wednesday,December,2024-12-04
AH,1215,CDG,ALG,2024-12-04,2024-12-04 19:15:00+00:00,ARRIVAL,4,SCT,736,19,Wednesday,December,2024-12-04
AH,6288,ALG,TMR,2024-12-04,2024-12-04 06:00:00+00:00,DEPARTURE,1,SCT,736,6,Wednesday,December,2024-12-04
AH,6288,ALG,TMR,2024-12-04,2024-12-04 06:00:00+00:00,DEPARTURE,1,SCT,736,6,Wednesday,December,2024-12-04
AH,1032,ALG,LYS,2024-12-05,2024-12-05 16:20:00+00:00,DEPARTURE,4,SCT,736,16,Thursday,December,2024-12-05
AH,6171,AAE,ALG,2024-12-04,2024-12-04 10:20:00+00:00,ARRIVAL,1,SCT,AT7,10,Wednesday,December,2024-12-04
AH,6195,CZL,ALG,2024-12-04,2024-12-04 21:25:00+00:00,ARRIVAL,1,SCT,AT7,21,Wednesday,December,2024-12-04
AH,3018,ALG,IST,2024-12-04,2024-12-04 22:10:00+00:00,DEPARTURE,4,SCT,332,22,Wednesday,December,2024-12-04
SF,1918,ALG,HME,2024-12-04,2024-12-04 10:15:00+00:00,DEPARTURE,1,BST,738,10,Wednesday,December,2024-12-04
AH,1009,ORY,ALG,2024-12-04,2024-12-04 09:50:00+00:00,ARRIVAL,4,SCT,738,9,Wednesday,December,2024-12-04
SF,1919,HME,ALG,2024-12-03,2024-12-03 15:37:00+00:00,ARRIVAL,1,ONB,738,15,Tuesday,December,2024-12-03
AH,484,ALG,JED,2024-12-03,2024-12-03 18:00:00+00:00,DEPARTURE,1,OFB,330,18,Tuesday,December,2024-12-03
AF,1554,CDG,ALG,2024-12-04,2024-12-04 10:25:00+00:00,ARRIVAL,4,SCT,320,10,Wednesday,December,2024-12-04
AH,6244,ALG,IAM,2024-12-03,2024-12-03 20:30:00+00:00,DEPARTURE,1,DEL,AT7,20,Tuesday,December,2024-12-03
AZ,801,ALG,FCO,2024-12-04,2024-12-04 17:50:00+00:00,DEPARTURE,4,SCT,32N,17,Wednesday,December,2024-12-04
AH,1507,CDG,ALG,2024-12-03,2024-12-03 21:08:00+00:00,ARRIVAL,4,ONB,320,21,Tuesday,December,2024-12-03
TO,7260,ORY,ALG,2024-12-04,2024-12-04 09:35:00+00:00,ARRIVAL,4,ONB,738,9,Wednesday,December,2024-12-04
TO,7315,ALG,SXB,2024-12-04,2024-12-04 10:40:00+00:00,DEPARTURE,4,SCT,738,10,Wednesday,December,2024-12-04
BA,2816,LGW,ALG,2024-12-04,2024-12-04 12:55:00+00:00,ARRIVAL,4,SCT,320,12,Wednesday,December,2024-12-04
TK,652,ALG,IST,2024-12-04,2024-12-04 11:40:00+00:00,DEPARTURE,4,SCT,32R,11,Wednesday,December,2024-12-04
AH,4000,ALG,TUN,2024-12-04,2024-12-04 07:10:00+00:00,DEPARTURE,4,GCL,737,7,Wednesday,December,2024-12-04
AH,6156,ALG,TMX,2024-12-04,2024-12-04 07:00:00+00:00,DEPARTURE,1,SCT,AT7,7,Wednesday,December,2024-12-04
AH,6185,ORN,ALG,2024-12-04,2024-12-04 00:45:00+00:00,ARRIVAL,1,SCT,AT7,0,Wednesday,December,2024-12-04
AH,6238,ALG,TMR,2024-12-03,2024-12-03 22:00:00+00:00,DEPARTURE,1,SCT,738,22,Tuesday,December,2024-12-03
AH,1005,ORY,ALG,2024-12-03,2024-12-03 18:32:00+00:00,ARRIVAL,4,ONB,332,18,Tuesday,December,2024-12-03
AH,2027,MXP,ALG,2024-12-04,2024-12-04 15:15:00+00:00,ARRIVAL,4,SCT,738,15,Wednesday,December,2024-12-04
MS,845,CAI,ALG,2024-12-04,2024-12-04 13:17:00+00:00,ARRIVAL,4,ONB,737,13,Wednesday,December,2024-12-04
TK,654,ALG,IST,2024-12-04,2024-12-04 17:35:00+00:00,DEPARTURE,4,SCT,78D,17,Wednesday,December,2024-12-04
AF,1555,ALG,CDG,2024-12-04,2024-12-04 11:45:00+00:00,DEPARTURE,4,SCT,320,11,Wednesday,December,2024-12-04
AH,6255,ELU,ALG,2024-12-04,2024-12-04 16:35:00+00:00,ARRIVAL,1,SCT,736,16,Wednesday,December,2024-12-04
5O,755,MRS,ALG,2024-12-04,2024-12-04 10:45:00+00:00,ARRIVAL,F,SCT,AT7,10,Wednesday,December,2024-12-04
AH,6006,ALG,AAE,2024-12-03,2024-12-03 19:40:00+00:00,DEPARTURE,1,OFB,AT7,19,Tuesday,December,2024-12-03
IB,930,ALG,MAD,2024-12-04,2024-12-04 19:05:00+00:00,DEPARTURE,4,SCT,320,19,Wednesday,December,2024-12-04
SF,1961,ORN,ALG,2024-12-04,2024-12-04 10:25:00+00:00,ARRIVAL,1,SCT,738,10,Wednesday,December,2024-12-04
SF,1874,ALG,ORN,2024-12-04,2024-12-04 08:30:00+00:00,DEPARTURE,1,SCT,738,8,Wednesday,December,2024-12-04
TK,654,ALG,IST,2024-12-04,2024-12-04 17:35:00+00:00,DEPARTURE,4,SCT,78D,17,Wednesday,December,2024-12-04
AH,6136,ALG,CBH,2024-12-04,2024-12-04 22:15:00+00:00,DEPARTURE,1,SCT,AT7,22,Wednesday,December,2024-12-04
AF,1554,CDG,ALG,2024-12-04,2024-12-04 10:17:00+00:00,ARRIVAL,4,LAN,320,10,Wednesday,December,2024-12-04
TU,375,ALG,TUN,2024-12-04,2024-12-04 14:40:00+00:00,DEPARTURE,4,SCT,32L,14,Wednesday,December,2024-12-04
LH,1317,ALG,FRA,2024-12-04,2024-12-04 14:00:00+00:00,DEPARTURE,4,OFB,320,14,Wednesday,December,2024-12-04
LH,1317,ALG,FRA,2024-12-04,2024-12-04 14:00:00+00:00,DEPARTURE,4,OFB,320,14,Wednesday,December,2024-12-04
AH,6238,GHA,ALG,2024-12-04,2024-12-04 05:10:00+00:00,ARRIVAL,1,SCT,738,5,Wednesday,December,2024-12-04
MS,845,CAI,ALG,2024-12-04,2024-12-04 12:45:00+00:00,ARRIVAL,4,SCT,737,12,Wednesday,December,2024-12-04
AF,1355,ALG,CDG,2024-12-05,2024-12-05 06:05:00+00:00,DEPARTURE,4,GCL,32A,6,Thursday,December,2024-12-05
AH,3000,ALG,SVO,2024-12-03,2024-12-03 20:00:00+00:00,DEPARTURE,4,SCT,738,20,Tuesday,December,2024-12-03
AH,2004,ALG,ALC,2024-12-04,2024-12-04 12:00:00+00:00,DEPARTURE,4,GCL,738,12,Wednesday,December,2024-12-04
AH,2004,ALG,ALC,2024-12-04,2024-12-04 12:00:00+00:00,DEPARTURE,4,SCT,73H,12,Wednesday,December,2024-12-04
AH,6196,ALG,CZL,2024-12-04,2024-12-04 11:20:00+00:00,DEPARTURE,1,SCT,AT7,11,Wednesday,December,2024-12-04
AH,6238,GHA,ALG,2024-12-04,2024-12-04 04:15:00+00:00,ARRIVAL,1,ONB,738,4,Wednesday,December,2024-12-04
AH,2004,ALG,ALC,2024-12-04,2024-12-04 12:00:00+00:00,DEPARTURE,4,SCT,738,12,Wednesday,December,2024-12-04
AF,1555,ALG,CDG,2024-12-04,2024-12-04 11:45:00+00:00,DEPARTURE,4,SCT,320,11,Wednesday,December,2024-12-04
BA,2816,LGW,ALG,2024-12-04,2024-12-04 12:55:00+00:00,ARRIVAL,4,SCT,320,12,Wednesday,December,2024-12-04
LH,1318,FRA,ALG,2024-12-03,2024-12-03 23:55:00+00:00,ARRIVAL,4,SCT,319,23,Tuesday,December,2024-12-03
AH,2004,ALG,ALC,2024-12-04,2024-12-04 12:00:00+00:00,DEPARTURE,4,SCT,738,12,Wednesday,December,2024-12-04
AH,6036,ALG,BLJ,2024-12-04,2024-12-04 19:25:00+00:00,DEPARTURE,1,SCT,AT7,19,Wednesday,December,2024-12-04
AH,6013,CZL,ALG,2024-12-03,2024-12-03 15:13:00+00:00,ARRIVAL,1,ONB,738,15,Tuesday,December,2024-12-03
AH,6252,ALG,ELU,2024-12-04,2024-12-04 08:00:00+00:00,DEPARTURE,1,OFB,736,8,Wednesday,December,2024-12-04
AH,6292,TMR,ALG,2024-12-04,2024-12-04 06:24:00+00:00,ARRIVAL,1,ONB,736,6,Wednesday,December,2024-12-04
SF,1501,HRM,ALG,2024-12-04,2024-12-04 09:15:00+00:00,ARRIVAL,1,ONB,DH2,9,Wednesday,December,2024-12-04
AH,6236,TMR,ALG,2024-12-04,2024-12-04 04:45:00+00:00,ARRIVAL,1,SCT,737,4,Wednesday,December,2024-12-04
AH,3014,ALG,IST,2024-12-03,2024-12-03 19:05:00+00:00,DEPARTURE,4,DEL,320,19,Tuesday,December,2024-12-03
AH,6292,TMR,ALG,2024-12-04,2024-12-04 06:24:00+00:00,ARRIVAL,1,ONB,736,6,Wednesday,December,2024-12-04
LH,1316,FRA,ALG,2024-12-04,2024-12-04 12:30:00+00:00,ARRIVAL,4,ONB,320,12,Wednesday,December,2024-12-04
SF,1919,HME,ALG,2024-12-04,2024-12-04 08:57:00+00:00,ARRIVAL,1,ONB,738,8,Wednesday,December,2024-12-04
V7,2439,ALG,BOD,2024-12-04,2024-12-04 10:10:00+00:00,DEPARTURE,4,SCT,320,10,Wednesday,December,2024-12-04
TK,651,IST,ALG,2024-12-04,2024-12-04 10:34:00+00:00,ARRIVAL,4,ONB,738,10,Wednesday,December,2024-12-04
AH,6042,ALG,BSK,2024-12-04,2024-12-04 16:40:00+00:00,DEPARTURE,1,SCT,736,16,Wednesday,December,2024-12-04
V7,2438,BOD,ALG,2024-12-04,2024-12-04 09:10:00+00:00,ARRIVAL,4,SCT,320,9,Wednesday,December,2024-12-04
AH,6148,ALG,CBH,2024-12-03,2024-12-03 22:00:00+00:00,DEPARTURE,1,SCT,736,22,Tuesday,December,2024-12-03
AH,1214,ALG,CDG,2024-12-04,2024-12-04 13:15:00+00:00,DEPARTURE,4,BST,736,13,Wednesday,December,2024-12-04
AF,1855,ALG,CDG,2024-12-04,2024-12-04 14:40:00+00:00,DEPARTURE,4,SCT,32A,14,Wednesday,December,2024-12-04
TO,7260,ORY,ALG,2024-12-04,2024-12-04 09:40:00+00:00,ARRIVAL,4,SCT,738,9,Wednesday,December,2024-12-04
AH,3015,IST,ALG,2024-12-04,2024-12-04 07:23:00+00:00,ARRIVAL,4,ONB,320,7,Wednesday,December,2024-12-04
SF,2112,ALG,CZL,2024-12-05,2024-12-05 14:30:00+00:00,DEPARTURE,1,SCT,DH4,14,Thursday,December,2024-12-05
AH,6236,TMR,ALG,2024-12-04,2024-12-04 04:45:00+00:00,ARRIVAL,1,SCT,737,4,Wednesday,December,2024-12-04
AH,1010,ALG,ORY,2024-12-04,2024-12-04 09:50:00+00:00,DEPARTURE,4,BST,738,9,Wednesday,December,2024-12-04
AH,1215,CDG,ALG,2024-12-03,2024-12-03 19:00:00+00:00,ARRIVAL,4,ONB,738,19,Tuesday,December,2024-12-03
TU,375,ALG,TUN,2024-12-04,2024-12-04 14:40:00+00:00,DEPARTURE,4,SCT,32L,14,Wednesday,December,2024-12-04
AH,6150,CBH,ALG,2024-12-04,2024-12-04 01:52:00+00:00,ARRIVAL,1,ONB,736,1,Wednesday,December,2024-12-04
BA,2817,ALG,LGW,2024-12-04,2024-12-04 13:55:00+00:00,DEPARTURE,4,SCT,320,13,Wednesday,December,2024-12-04
AH,4037,CAI,ALG,2024-12-05,2024-12-05 05:25:00+00:00,ARRIVAL,4,SCT,73H,5,Thursday,December,2024-12-05
AH,6238,GHA,ALG,2024-12-04,2024-12-04 05:10:00+00:00,ARRIVAL,1,SCT,738,5,Wednesday,December,2024-12-04
V7,2439,ALG,BOD,2024-12-04,2024-12-04 10:10:00+00:00,DEPARTURE,4,OFB,320,10,Wednesday,December,2024-12-04
AH,3000,ALG,SVO,2024-12-03,2024-12-03 20:00:00+00:00,DEPARTURE,4,BST,738,20,Tuesday,December,2024-12-03
AH,2071,FRA,ALG,2024-12-04,2024-12-04 17:20:00+00:00,ARRIVAL,4,SCT,736,17,Wednesday,December,2024-12-04
VY,7991,MRS,ALG,2024-12-04,2024-12-04 10:20:00+00:00,ARRIVAL,4,SCT,32N,10,Wednesday,December,2024-12-04
TK,651,IST,ALG,2024-12-04,2024-12-04 10:25:00+00:00,ARRIVAL,4,SCT,738,10,Wednesday,December,2024-12-04
AH,6234,ALG,TMR,2024-12-04,2024-12-04 22:00:00+00:00,DEPARTURE,1,SCT,738,22,Wednesday,December,2024-12-04
EK,0758,ALG,DXB,2024-12-04,2024-12-04 15:40:00+00:00,DEPARTURE,4,SCT,773,15,Wednesday,December,2024-12-04
SF,1969,CZL,ALG,2024-12-04,2024-12-04 15:25:00+00:00,ARRIVAL,1,SCT,738,15,Wednesday,December,2024-12-04
AF,1654,CDG,ALG,2024-12-03,2024-12-03 18:00:00+00:00,ARRIVAL,4,SCT,223,18,Tuesday,December,2024-12-03
AH,6161,TMX,ALG,2024-12-04,2024-12-04 02:07:00+00:00,ARRIVAL,1,ONB,736,2,Wednesday,December,2024-12-04
AH,6161,TMX,ALG,2024-12-04,2024-12-04 02:07:00+00:00,ARRIVAL,1,ONB,736,2,Wednesday,December,2024-12-04
BA,2817,ALG,LGW,2024-12-04,2024-12-04 13:55:00+00:00,DEPARTURE,4,SCT,320,13,Wednesday,December,2024-12-04
AH,2028,ALG,VIE,2024-12-04,2024-12-04 12:30:00+00:00,DEPARTURE,4,SCT,737,12,Wednesday,December,2024-12-04
TK,652,ALG,IST,2024-12-04,2024-12-04 11:40:00+00:00,DEPARTURE,4,SCT,32R,11,Wednesday,December,2024-12-04
AH,5641,COO,ALG,2024-12-03,2024-12-03 19:34:00+00:00,ARRIVAL,0,LAN,738,19,Tuesday,December,2024-12-03
AF,1855,ALG,CDG,2024-12-04,2024-12-04 14:40:00+00:00,DEPARTURE,4,SCT,32A,14,Wednesday,December,2024-12-04
AH,6157,TMX,ALG,2024-12-04,2024-12-04 12:33:00+00:00,ARRIVAL,1,ONB,AT7,12,Wednesday,December,2024-12-04
TO,7301,ALG,NTE,2024-12-05,2024-12-05 10:30:00+00:00,DEPARTURE,4,SCT,73H,10,Thursday,December,2024-12-05
AH,6160,ALG,TMX,2024-12-03,2024-12-03 23:10:00+00:00,DEPARTURE,1,SCT,736,23,Tuesday,December,2024-12-03
AH,6454,ALG,AZR,2024-12-04,2024-12-04 20:00:00+00:00,DEPARTURE,1,SCT,736,20,Wednesday,December,2024-12-04
TU,338,TUN,ALG,2024-12-05,2024-12-05 18:50:00+00:00,ARRIVAL,4,SCT,320,18,Thursday,December,2024-12-05
SV,343,ALG,JED,2024-12-03,2024-12-03 23:40:00+00:00,DEPARTURE,1,SCT,777,23,Tuesday,December,2024-12-03
AH,5010,ALG,DSS,2024-12-04,2024-12-04 20:10:00+00:00,DEPARTURE,4,SCT,738,20,Wednesday,December,2024-12-04
AH,6220,ALG,OGX,2024-12-04,2024-12-04 22:40:00+00:00,DEPARTURE,1,SCT,AT7,22,Wednesday,December,2024-12-04
5O,271,CDG,ALG,2024-12-04,2024-12-04 16:25:00+00:00,ARRIVAL,4,SCT,73H,16,Wednesday,December,2024-12-04
AH,6070,ALG,LOO,2024-12-04,2024-12-04 11:10:00+00:00,DEPARTURE,1,SCT,AT7,11,Wednesday,December,2024-12-04
AH,6106,ALG,ORN,2024-12-04,2024-12-04 22:30:00+00:00,DEPARTURE,1,SCT,738,22,Wednesday,December,2024-12-04
SF,2320,ALG,AZR,2024-12-04,2024-12-04 15:00:00+00:00,DEPARTURE,1,SCT,DH4,15,Wednesday,December,2024-12-04
AH,1214,ALG,CDG,2024-12-04,2024-12-04 13:15:00+00:00,DEPARTURE,4,SCT,736,13,Wednesday,December,2024-12-04
AH,2004,ALG,ALC,2024-12-04,2024-12-04 12:00:00+00:00,DEPARTURE,4,OFB,738,12,Wednesday,December,2024-12-04
AH,6409,ELG,ALG,2024-12-03,2024-12-03 20:35:00+00:00,ARRIVAL,1,DEL,AT7,20,Tuesday,December,2024-12-03
AF,1155,ALG,CDG,2024-12-05,2024-12-05 03:20:00+00:00,DEPARTURE,4,SCT,319,3,Thursday,December,2024-12-05
AF,1355,ALG,CDG,2024-12-04,2024-12-04 06:05:00+00:00,DEPARTURE,4,GCL,320,6,Wednesday,December,2024-12-04
TO,7314,SXB,ALG,2024-12-04,2024-12-04 16:30:00+00:00,ARRIVAL,4,SCT,73H,16,Wednesday,December,2024-12-04
AH,6157,TMX,ALG,2024-12-04,2024-12-04 12:15:00+00:00,ARRIVAL,1,SCT,AT7,12,Wednesday,December,2024-12-04
QR,1379,DOH,ALG,2024-12-04,2024-12-04 13:20:00+00:00,ARRIVAL,4,SCT,330,13,Wednesday,December,2024-12-04
SF,1874,ALG,ORN,2024-12-04,2024-12-04 08:30:00+00:00,DEPARTURE,1,SCT,738,8,Wednesday,December,2024-12-04
BA,2816,LGW,ALG,2024-12-04,2024-12-04 12:55:00+00:00,ARRIVAL,4,SCT,320,12,Wednesday,December,2024-12-04
AF,1654,CDG,ALG,2024-12-04,2024-12-04 17:55:00+00:00,ARRIVAL,4,SCT,320,17,Wednesday,December,2024-12-04
AH,6190,ALG,CZL,2024-12-04,2024-12-04 07:00:00+00:00,DEPARTURE,1,BST,AT7,7,Wednesday,December,2024-12-04
AH,3001,SVO,ALG,2024-12-04,2024-12-04 07:35:00+00:00,ARRIVAL,4,SCT,738,7,Wednesday,December,2024-12-04
MS,846,ALG,CAI,2024-12-04,2024-12-04 13:45:00+00:00,DEPARTURE,4,SCT,737,13,Wednesday,December,2024-12-04
AH,1005,ORY,ALG,2024-12-04,2024-12-04 18:05:00+00:00,ARRIVAL,4,SCT,330,18,Wednesday,December,2024-12-04
AH,6038,ALG,BLJ,2024-12-04,2024-12-04 08:25:00+00:00,DEPARTURE,1,SCT,738,8,Wednesday,December,2024-12-04
AF,1655,ALG,CDG,2024-12-03,2024-12-03 19:15:00+00:00,DEPARTURE,4,GCL,223,19,Tuesday,December,2024-12-03
AH,6026,ALG,CZL,2024-12-04,2024-12-04 19:30:00+00:00,DEPARTURE,1,SCT,738,19,Wednesday,December,2024-12-04
AH,1215,CDG,ALG,2024-12-04,2024-12-04 19:15:00+00:00,ARRIVAL,4,SCT,736,19,Wednesday,December,2024-12-04
AH,6254,ALG,ELU,2024-12-04,2024-12-04 08:05:00+00:00,DEPARTURE,1,SCT,736,8,Wednesday,December,2024-12-04
AH,6252,ALG,ELU,2024-12-04,2024-12-04 08:00:00+00:00,DEPARTURE,1,GCL,736,8,Wednesday,December,2024-12-04
AH,2028,ALG,VIE,2024-12-04,2024-12-04 12:30:00+00:00,DEPARTURE,4,SCT,737,12,Wednesday,December,2024-12-04
AH,6238,GHA,ALG,2024-12-04,2024-12-04 05:10:00+00:00,ARRIVAL,1,SCT,738,5,Wednesday,December,2024-12-04
AH,2005,ALC,ALG,2024-12-04,2024-12-04 15:00:00+00:00,ARRIVAL,4,SCT,738,15,Wednesday,December,2024-12-04
AH,1022,ALG,MRS,2024-12-04,2024-12-04 08:00:00+00:00,DEPARTURE,4,SCT,738,8,Wednesday,December,2024-12-04
SF,1859,TMR,ALG,2024-12-04,2024-12-04 00:41:00+00:00,ARRIVAL,1,ONB,738,0,Wednesday,December,2024-12-04
SF,1919,HME,ALG,2024-12-04,2024-12-04 09:05:00+00:00,ARRIVAL,1,SCT,738,9,Wednesday,December,2024-12-04
AH,6196,ALG,CZL,2024-12-04,2024-12-04 11:20:00+00:00,DEPARTURE,1,SCT,AT7,11,Wednesday,December,2024-12-04
LH,1318,FRA,ALG,2024-12-03,2024-12-03 23:55:00+00:00,ARRIVAL,4,SCT,319,23,Tuesday,December,2024-12-03
LH,1319,ALG,FRA,2024-12-04,2024-12-04 03:05:00+00:00,DEPARTURE,4,SCT,319,3,Wednesday,December,2024-12-04
AH,4000,ALG,TUN,2024-12-04,2024-12-04 07:10:00+00:00,DEPARTURE,4,SCT,737,7,Wednesday,December,2024-12-04
VY,7396,ALC,ALG,2024-12-03,2024-12-03 17:56:00+00:00,ARRIVAL,4,ONB,320,17,Tuesday,December,2024-12-03
AH,6039,BLJ,ALG,2024-12-03,2024-12-03 18:59:00+00:00,ARRIVAL,1,ONB,AT7,18,Tuesday,December,2024-12-03
AF,1355,ALG,CDG,2024-12-04,2024-12-04 06:05:00+00:00,DEPARTURE,4,SCT,321,6,Wednesday,December,2024-12-04
AH,2028,ALG,VIE,2024-12-04,2024-12-04 12:30:00+00:00,DEPARTURE,4,SCT,737,12,Wednesday,December,2024-12-04
VF,274,ALG,SAW,2024-12-04,2024-12-04 14:25:00+00:00,DEPARTURE,0,SCT,738,14,Wednesday,December,2024-12-04
LH,1319,ALG,FRA,2024-12-04,2024-12-04 03:05:00+00:00,DEPARTURE,4,SCT,319,3,Wednesday,December,2024-12-04
AH,5641,COO,ALG,2024-12-03,2024-12-03 19:34:00+00:00,ARRIVAL,0,ONB,738,19,Tuesday,December,2024-12-03
TK,656,ALG,IST,2024-12-03,2024-12-03 23:55:00+00:00,DEPARTURE,4,SCT,R32,23,Tuesday,December,2024-12-03
AH,6192,ALG,CZL,2024-12-03,2024-12-03 21:30:00+00:00,DEPARTURE,1,OFB,AT7,21,Tuesday,December,2024-12-03
AH,6013,CZL,ALG,2024-12-03,2024-12-03 15:13:00+00:00,ARRIVAL,1,ONB,738,15,Tuesday,December,2024-12-03
AH,6032,ALG,TEE,2024-12-04,2024-12-04 15:25:00+00:00,DEPARTURE,1,SCT,AT7,15,Wednesday,December,2024-12-04
LH,1316,FRA,ALG,2024-12-04,2024-12-04 12:24:00+00:00,ARRIVAL,4,SCT,320,12,Wednesday,December,2024-12-04
AH,3015,IST,ALG,2024-12-04,2024-12-04 07:23:00+00:00,ARRIVAL,4,LAN,320,7,Wednesday,December,2024-12-04
AH,6006,ALG,AAE,2024-12-03,2024-12-03 19:40:00+00:00,DEPARTURE,1,SCT,AT7,19,Tuesday,December,2024-12-03
AH,5010,ALG,DSS,2024-12-03,2024-12-03 20:10:00+00:00,DEPARTURE,4,BST,738,20,Tuesday,December,2024-12-03
AH,4001,TUN,ALG,2024-12-04,2024-12-04 10:50:00+00:00,ARRIVAL,4,SCT,737,10,Wednesday,December,2024-12-04
SF,1979,BJA,ALG,2024-12-04,2024-12-04 14:00:00+00:00,ARRIVAL,1,DEL,DH4,14,Wednesday,December,2024-12-04
AH,6156,ALG,TMX,2024-12-04,2024-12-04 07:00:00+00:00,DEPARTURE,1,OFB,AT7,7,Wednesday,December,2024-12-04
AH,1230,ALG,CDG,2024-12-03,2024-12-03 19:00:00+00:00,DEPARTURE,4,OFB,738,19,Tuesday,December,2024-12-03
AH,1172,ALG,MLH,2024-12-04,2024-12-04 11:30:00+00:00,DEPARTURE,4,OFB,738,11,Wednesday,December,2024-12-04
AF,1655,ALG,CDG,2024-12-03,2024-12-03 19:15:00+00:00,DEPARTURE,4,BST,223,19,Tuesday,December,2024-12-03
AH,6254,ALG,ELU,2024-12-04,2024-12-04 08:05:00+00:00,DEPARTURE,1,SCT,736,8,Wednesday,December,2024-12-04
AH,1010,ALG,ORY,2024-12-04,2024-12-04 09:10:00+00:00,DEPARTURE,4,SCT,738,9,Wednesday,December,2024-12-04
SF,1908,ALG,HME,2024-12-04,2024-12-04 18:30:00+00:00,DEPARTURE,1,SCT,738,18,Wednesday,December,2024-12-04
SF,1859,TMR,ALG,2024-12-04,2024-12-04 00:30:00+00:00,ARRIVAL,1,DEL,738,0,Wednesday,December,2024-12-04
AH,5010,ALG,DSS,2024-12-04,2024-12-04 20:10:00+00:00,DEPARTURE,4,SCT,738,20,Wednesday,December,2024-12-04
AH,2071,FRA,ALG,2024-12-04,2024-12-04 17:20:00+00:00,ARRIVAL,4,SCT,736,17,Wednesday,December,2024-12-04
SF,1874,ALG,ORN,2024-12-04,2024-12-04 08:30:00+00:00,DEPARTURE,1,SCT,738,8,Wednesday,December,2024-12-04
AH,6226,ALG,HME,2024-12-03,2024-12-03 19:55:00+00:00,DEPARTURE,1,SCT,AT7,19,Tuesday,December,2024-12-03
AH,1002,ALG,CDG,2024-12-04,2024-12-04 07:15:00+00:00,DEPARTURE,4,SCT,738,7,Wednesday,December,2024-12-04
TK,651,IST,ALG,2024-12-05,2024-12-05 10:45:00+00:00,ARRIVAL,4,SCT,32R,10,Thursday,December,2024-12-05
AH,485,JED,ALG,2024-12-04,2024-12-04 06:13:00+00:00,ARRIVAL,1,ONB,330,6,Wednesday,December,2024-12-04
AH,6013,CZL,ALG,2024-12-03,2024-12-03 15:13:00+00:00,ARRIVAL,1,ONB,738,15,Tuesday,December,2024-12-03
MS,846,ALG,CAI,2024-12-04,2024-12-04 13:45:00+00:00,DEPARTURE,4,SCT,737,13,Wednesday,December,2024-12-04
QR,1379,DOH,ALG,2024-12-04,2024-12-04 13:45:00+00:00,ARRIVAL,4,SCT,359,13,Wednesday,December,2024-12-04
AH,1021,MRS,ALG,2024-12-03,2024-12-03 17:18:00+00:00,ARRIVAL,4,ONB,738,17,Tuesday,December,2024-12-03
AH,1021,MRS,ALG,2024-12-03,2024-12-03 17:18:00+00:00,ARRIVAL,4,ONB,738,17,Tuesday,December,2024-12-03
AH,6006,ALG,AAE,2024-12-03,2024-12-03 19:40:00+00:00,DEPARTURE,1,OFB,AT7,19,Tuesday,December,2024-12-03
VY,7990,ALG,MRS,2024-12-04,2024-12-04 11:20:00+00:00,DEPARTURE,4,SCT,320,11,Wednesday,December,2024-12-04
AH,1012,ALG,CDG,2024-12-04,2024-12-04 16:40:00+00:00,DEPARTURE,4,SCT,320,16,Wednesday,December,2024-12-04
AH,6191,CZL,ALG,2024-12-04,2024-12-04 09:47:00+00:00,ARRIVAL,1,ONB,AT7,9,Wednesday,December,2024-12-04
AH,5324,ALG,NIM,2024-12-04,2024-12-04 20:35:00+00:00,DEPARTURE,4,SCT,736,20,Wednesday,December,2024-12-04
